name,total,denisty,dem,gop,fips
"Union County, New Mexico","4,549",1.19,318,"1,214","35,059"
"Union County, New Jersey","536,499","5,216.07","145,412","67,582","34,039"
"Union County, Arkansas","41,639",40.07,"5,667","10,201","5,139"
"Union County, Georgia","21,356",66.34,"1,962","9,849","13,291"
"Union County, Tennessee","19,109",85.48,"1,010","5,024","47,173"
"Union County, Iowa","12,534",29.59,"1,920","3,521","19,175"
"Union County, Oregon","25,748",12.64,"3,221","8,378","41,061"
"Union Parish, Louisiana","22,721",25.91,"2,691","7,972","22,111"
"Upshur County, West Virginia","24,254",68.39,"1,763","6,971","54,097"
"Upshur County, Texas","39,309",67.43,"2,378","13,198","48,459"
"Upson County, Georgia","27,153",83.95,"3,471","7,288","13,293"
"Upton County, Texas","3,355",2.7,284,961,"48,461"
"Utah County, Utah","516,564",257.84,"24,579","89,755","49,049"
"Uvalde County, Texas","26,405",17.01,"3,863","4,828","48,463"
"Val Verde County, Texas","48,879",15.54,"6,920","5,856","48,465"
"Valencia County, New Mexico","76,569",71.82,"10,810","13,175","35,061"
"Valley County, Idaho","9,862",2.69,"1,913","2,906","16,085"
"Valley County, Nebraska","4,260",7.5,337,"1,770","31,175"
"Valley County, Montana","7,369",1.5,886,"2,697","30,105"
"Van Buren County, Iowa","7,570",15.62,843,"2,524","19,177"
"Van Buren County, Arkansas","17,295",24.42,"1,547","5,382","5,141"
"Van Buren County, Tennessee","5,548",20.29,539,"1,820","47,175"
"Van Buren County, Michigan","76,258",125.53,"13,258","17,890","26,159"
"Van Wert County, Ohio","28,744",70.25,"2,667","10,328","39,161"
"Van Zandt County, Texas","52,579",62.4,"2,792","18,436","48,467"
"Vance County, North Carolina","45,422",179.17,"12,168","7,304","37,181"
"Vanderburgh County, Indiana","179,703",769.69,"28,296","40,422","18,163"
"Venango County, Pennsylvania","54,984",81.54,"5,889","15,254","42,121"
"Ventura County, California","823,318",446.69,"170,489","118,764","6,111"
"Vermilion County, Illinois","81,625",90.86,"9,876","18,582","17,183"
"Vermilion Parish, Louisiana","57,999",49.44,"4,745","19,807","22,113"
"Vermillion County, Indiana","16,212",63.11,"2,081","4,511","18,165"
"Vernon County, Wisconsin","29,773",37.61,"6,351","6,994","55,123"
"Vernon County, Missouri","21,159",25.6,"1,706","6,526","29,217"
"Vernon Parish, Louisiana","52,334",39.41,"2,665","13,471","22,115"
"Victoria County, Texas","86,793",98.39,"8,843","21,253","48,469"
"Vigo County, Indiana","107,848",267.41,"15,922","21,924","18,167"
"Vilas County, Wisconsin","21,430",25.02,"4,769","8,169","55,125"
"Vinton County, Ohio","13,435",32.58,"1,332","3,799","39,163"
"Virginia Beach city, Virginia","437,994","1,758.90","76,744","84,389","51,810"
"Volusia County, Florida","494,593",449.21,"108,793","142,763","12,127"
"Wabash County, Illinois","11,947",53.51,"1,146","4,039","17,185"
"Wabash County, Indiana","32,888",79.74,"3,018","9,819","18,169"
"Wabasha County, Minnesota","21,676",41.45,"3,866","6,989","27,157"
"Wabaunsee County, Kansas","7,053",8.88,773,"2,358","20,197"
"Wadena County, Minnesota","13,843",25.81,"1,684","4,837","27,159"
"Wagoner County, Oklahoma","73,085",130.15,"6,711","22,967","40,145"
"Wahkiakum County, Washington","3,978",15.1,824,"1,328","53,069"
"Wake County, North Carolina","900,993","1,078.75","298,353","193,607","37,183"
"Wakulla County, Florida","30,776",50.75,"4,348","10,507","12,129"
"Waldo County, Maine","38,786",53.14,"10,442","10,378","23,027"
"Walker County, Texas","67,861",86.54,"6,085","12,878","48,471"
"Walker County, Alabama","67,023",84.71,"4,486","24,208","1,127"
"Walker County, Georgia","68,756",154.03,"4,213","18,938","13,295"
"Walla Walla County, Washington","58,781",46.28,"7,550","10,775","53,071"
"Wallace County, Kansas","1,485",1.63,45,711,"20,199"
"Waller County, Texas","43,205",84.15,"5,744","10,525","48,473"
"Wallowa County, Oregon","7,008",2.23,"1,097","2,825","41,063"
"Walsh County, North Dakota","11,119",8.67,"1,166","2,991","38,099"
"Walthall County, Mississippi","15,443",38.23,"2,475","3,374","28,147"
"Walton County, Florida","55,043",53.05,"6,861","25,695","12,131"
"Walton County, Georgia","83,768",257.21,"8,279","31,093","13,297"
"Walworth County, Wisconsin","102,228",184.15,"18,706","28,848","55,127"
"Walworth County, South Dakota","5,438",7.67,457,"1,896","46,129"
"Wapello County, Iowa","35,625",82.5,"5,591","8,710","19,179"
"Ward County, Texas","10,658",12.75,780,"2,541","48,475"
"Ward County, North Dakota","61,675",30.63,"5,792","18,601","38,101"
"Ware County, Georgia","36,312",40.69,"3,436","8,508","13,299"
"Warren County, Pennsylvania","41,815",47.29,"4,828","12,032","42,123"
"Warren County, Georgia","5,834",20.52,"1,313",991,"13,301"
"Warren County, New York","65,707",75.79,"11,366","14,284","36,113"
"Warren County, Missouri","32,513",75.86,"3,915","11,109","29,219"
"Warren County, Virginia","37,575",176.02,"5,165","11,762","51,187"
"Warren County, North Carolina","20,972",48.95,"6,668","3,302","37,185"
"Warren County, New Jersey","108,692",304.53,"16,991","29,393","34,041"
"Warren County, Ohio","212,693",529.99,"33,036","75,947","39,165"
"Warren County, Mississippi","48,773",82.88,"8,518","9,420","28,149"
"Warren County, Indiana","8,508",23.33,839,"2,896","18,171"
"Warren County, Illinois","17,707",32.65,"2,983","4,267","17,187"
"Warren County, Tennessee","39,839",92.08,"3,535","9,535","47,177"
"Warren County, Iowa","46,225",81.12,"10,371","14,773","19,181"
"Warren County, Kentucky","113,792",210.1,"16,966","28,673","21,227"
"Warrick County, Indiana","59,689",155.11,"9,086","19,133","18,173"
"Wasatch County, Utah","23,530",20.02,"3,063","6,115","49,051"
"Wasco County, Oregon","25,213",10.59,"4,634","5,721","41,065"
"Waseca County, Minnesota","19,136",45.2,"2,838","5,967","27,161"
"Washakie County, Wyoming","8,533",3.81,532,"2,911","56,043"
"Washburn County, Wisconsin","15,911",19.96,"3,283","5,404","55,129"
"Washington County, Idaho","10,198",7.02,776,"3,283","16,087"
"Washington County, Wisconsin","131,887",306.21,"20,854","51,729","55,131"
"Washington County, Texas","33,718",55.83,"3,381","10,944","48,477"
"Washington County, Minnesota","238,136",619.69,"67,086","64,429","27,163"
"Washington County, North Carolina","13,228",38,"3,490","2,560","37,187"
"Washington County, Kansas","5,799",6.48,378,"2,136","20,201"
"Washington County, Mississippi","51,137",70.56,"9,847","4,541","28,151"
"Washington County, Kentucky","11,717",39.42,"1,420","4,013","21,229"
"Washington County, Pennsylvania","207,820",242.5,"34,436","58,941","42,125"
"Washington County, Utah","138,115",56.92,"9,583","39,566","49,053"
"Washington County, Oklahoma","50,976",122.7,"5,047","15,810","40,147"
"Washington County, Colorado","4,814",1.91,289,"2,284","8,121"
"Washington County, Arkansas","203,065",215.58,"32,296","40,418","5,143"
"Washington County, Florida","24,896",42.72,"2,261","8,630","12,133"
"Washington County, Rhode Island","126,979",385.68,"33,511","27,074","44,009"
"Washington County, Oregon","529,710",731.41,"137,818","75,903","41,067"
"Washington County, Ohio","61,778",97.75,"7,841","19,901","39,167"
"Washington County, Illinois","14,716",26.16,"1,446","5,566","17,189"
"Washington County, Vermont","59,534",86.63,"18,594","7,993","50,023"
"Washington County, Maine","32,856",12.82,"6,358","9,037","23,029"
"Washington County, Missouri","25,195",33.16,"1,926","7,047","29,221"
"Washington County, New York","63,216",76.06,"8,238","12,770","36,115"
"Washington County, Georgia","21,187",31.23,"4,187","4,138","13,303"
"Washington County, Virginia","54,876",97.82,"5,548","19,309","51,191"
"Washington County, Alabama","17,581",16.28,"2,366","6,031","1,129"
"Washington County, Indiana","28,262",55.01,"2,636","8,206","18,175"
"Washington County, Iowa","21,704",38.16,"3,938","6,170","19,183"
"Washington County, Maryland","147,430",322.05,"19,193","38,842","24,043"
"Washington County, Nebraska","20,234",51.89,"2,606","7,374","31,177"
"Washington County, Tennessee","122,979",376.7,"13,003","34,179","47,179"
"Washington Parish, Louisiana","47,168",70.45,"5,690","12,552","22,117"
"Washita County, Oklahoma","11,629",11.59,588,"3,851","40,149"
"Washoe County, Nevada","421,407",66.86,"97,032","94,529","32,031"
"Washtenaw County, Michigan","344,791",488.4,"128,025","50,335","26,161"
"Watauga County, North Carolina","51,079",163.42,"13,953","13,521","37,189"
"Watonwan County, Minnesota","11,211",25.78,"1,814","2,768","27,165"
"Waukesha County, Wisconsin","389,891",709.44,"79,200","142,521","55,133"
"Waupaca County, Wisconsin","52,410",70.09,"8,303","16,013","55,135"
"Waushara County, Wisconsin","24,496",39.12,"3,802","7,669","55,137"
"Wayne County, West Virginia","42,481",83.96,"3,334","11,077","54,099"
"Wayne County, Michigan","1,820,584","2,974.42","517,842","228,908","26,163"
"Wayne County, Pennsylvania","52,822",72.8,"6,398","15,269","42,127"
"Wayne County, New York","93,772",155.3,"12,378","21,935","36,117"
"Wayne County, Illinois","16,760",23.48,"1,048","6,963","17,191"
"Wayne County, Georgia","30,099",46.9,"2,039","8,147","13,305"
"Wayne County, Utah","2,778",1.13,271,959,"49,055"
"Wayne County, Ohio","114,520",206.37,"14,670","31,622","39,169"
"Wayne County, Iowa","6,403",12.19,719,"2,069","19,185"
"Wayne County, North Carolina","122,623",221.71,"21,520","27,360","37,191"
"Wayne County, Kentucky","20,813",45.43,"1,431","6,370","21,231"
"Wayne County, Missouri","13,521",17.81,946,"4,640","29,223"
"Wayne County, Indiana","68,917",171.55,"8,322","16,028","18,177"
"Wayne County, Tennessee","17,021",23.19,717,"5,034","47,181"
"Wayne County, Mississippi","20,747",25.59,"3,493","5,957","28,153"
"Wayne County, Nebraska","9,595",21.66,828,"2,675","31,179"
"Waynesboro city, Virginia","21,006","1,396.77","3,762","4,798","51,820"
"Weakley County, Tennessee","35,021",60.34,"2,770","9,001","47,183"
"Webb County, Texas","250,304",74.46,"42,297","12,946","48,479"
"Weber County, Utah","231,236",401.39,"22,187","38,447","49,057"
"Webster County, Missouri","36,202",61.09,"3,173","12,829","29,225"
"Webster County, Mississippi","10,253",24.36,"1,001","3,949","28,155"
"Webster County, Georgia","2,799",13.38,471,630,"13,307"
"Webster County, West Virginia","9,154",16.54,554,"2,284","54,101"
"Webster County, Kentucky","13,621",41.03,"1,240","4,397","21,233"
"Webster County, Nebraska","3,812",6.63,306,"1,320","31,181"
"Webster County, Iowa","38,013",53.12,"6,293","10,049","19,187"
"Webster Parish, Louisiana","41,207",69.49,"6,259","11,538","22,119"
"Weld County, Colorado","252,825",63.41,"45,869","75,882","8,123"
"Wells County, North Dakota","4,207",3.31,419,"1,793","38,103"
"Wells County, Indiana","27,636",75.08,"2,585","9,999","18,179"
"West Baton Rouge Parish, Louisiana","23,788",123.64,"5,382","6,926","22,121"
"West Carroll Parish, Louisiana","11,604",32.27,715,"3,970","22,123"
"West Feliciana Parish, Louisiana","15,625",38.75,"2,247","3,390","22,125"
"Westchester County, New York","949,113","2,204.69","245,670","121,643","36,119"
"Westmoreland County, Virginia","17,454",76.09,"3,723","4,331","51,193"
"Westmoreland County, Pennsylvania","365,169",355.38,"59,506","116,427","42,129"
"Weston County, Wyoming","7,208",3.01,294,"2,898","56,045"
"Wetzel County, West Virginia","16,583",46.31,"1,348","4,461","54,103"
"Wexford County, Michigan","32,735",57.94,"4,436","10,000","26,165"
"Wharton County, Texas","41,280",38.01,"4,238","10,149","48,481"
"Whatcom County, Washington","201,140",95.47,"59,402","40,247","53,073"
"Wheatland County, Montana","2,168",1.52,179,698,"30,107"
"Wheeler County, Oregon","1,441",0.84,153,583,"41,069"
"Wheeler County, Texas","5,410",5.92,194,"2,087","48,483"
"Wheeler County, Nebraska",818,1.42,62,377,"31,183"
"Wheeler County, Georgia","7,421",25.11,646,"1,421","13,309"
"White County, Indiana","24,643",48.79,"2,563","6,813","18,181"
"White County, Illinois","14,665",29.64,"1,412","5,639","17,193"
"White County, Georgia","27,144",112.78,"1,672","9,751","13,311"
"White County, Tennessee","25,841",68.6,"1,842","7,657","47,185"
"White County, Arkansas","77,076",74.46,"5,157","21,038","5,145"
"White Pine County, Nevada","10,030",1.13,707,"2,723","32,033"
"Whiteside County, Illinois","58,498",85.49,"11,005","12,597","17,195"
"Whitfield County, Georgia","102,599",353.23,"7,925","21,514","13,313"
"Whitley County, Indiana","33,292",99.21,"3,379","11,357","18,183"
"Whitley County, Kentucky","35,637",81.39,"2,067","11,312","21,235"
"Whitman County, Washington","44,776",20.74,"5,521","5,462","53,075"
"Wibaux County, Montana","1,017",1.14,55,460,"30,109"
"Wichita County, Kansas","2,234",3.11,139,765,"20,203"
"Wichita County, Texas","131,500",209.47,"8,752","27,609","48,485"
"Wicomico County, Maryland","98,733",263.68,"16,327","20,832","24,045"
"Wilbarger County, Texas","13,535",13.94,807,"3,166","48,487"
"Wilcox County, Alabama","11,670",13.13,"4,329","1,737","1,131"
"Wilcox County, Georgia","9,255",24.5,852,"2,096","13,315"
"Wilkes County, Georgia","10,593",22.56,"1,844","2,569","13,317"
"Wilkes County, North Carolina","69,340",91.93,"6,596","23,613","37,193"
"Wilkin County, Minnesota","6,576",8.76,893,"2,129","27,167"
"Wilkinson County, Georgia","9,563",21.38,"1,893","2,332","13,319"
"Wilkinson County, Mississippi","9,878",14.57,"2,826","1,305","28,157"
"Will County, Illinois","677,560",809.6,"146,230","129,726","17,197"
"Willacy County, Texas","22,134",37.48,"3,416","1,541","48,489"
"Williams County, North Dakota","22,398",10.78,"1,722","10,033","38,105"
"Williams County, Ohio","37,642",89.42,"4,287","11,706","39,171"
"Williamsburg city, Virginia","14,068","1,559.29","5,199","1,921","51,830"
"Williamsburg County, South Carolina","34,423",36.85,"9,949","4,863","45,089"
"Williamson County, Tennessee","183,182",314.42,"30,992","68,160","47,187"
"Williamson County, Texas","422,679",377.96,"84,252","104,029","48,491"
"Williamson County, Illinois","66,357",157.94,"8,539","21,503","17,199"
"Wilson County, Kansas","9,409",16.49,550,"2,747","20,205"
"Wilson County, Texas","42,918",53.4,"4,790","13,991","48,493"
"Wilson County, Tennessee","113,993",199.7,"14,356","39,304","47,189"
"Wilson County, North Carolina","81,234",220.64,"19,527","17,410","37,195"
"Winchester city, Virginia","26,203","2,838.06","5,161","4,786","51,840"
"Windham County, Connecticut","118,428",230.89,"21,776","25,738","9,015"
"Windham County, Vermont","44,513",56.68,"14,340","5,462","50,025"
"Windsor County, Vermont","56,670",58.46,"17,544","8,604","50,027"
"Winkler County, Texas","7,110",8.45,420,"1,403","48,495"
"Winn Parish, Louisiana","15,313",16.12,"1,643","4,605","22,127"
"Winnebago County, Iowa","10,866",27.13,"1,920","3,437","19,189"
"Winnebago County, Illinois","295,266",575.16,"52,595","53,922","17,201"
"Winnebago County, Wisconsin","166,994",384.35,"37,054","43,447","55,139"
"Winneshiek County, Iowa","21,056",30.52,"5,238","5,332","19,191"
"Winona County, Minnesota","51,461",82.18,"11,366","12,122","27,169"
"Winston County, Mississippi","19,198",31.61,"3,778","4,874","28,159"
"Winston County, Alabama","24,484",39.94,871,"9,225","1,133"
"Wirt County, West Virginia","5,717",24.59,383,"1,903","54,105"
"Wise County, Texas","59,127",65.38,"3,412","20,655","48,497"
"Wise County, Virginia","41,452",102.81,"2,687","11,983","51,195"
"Wolfe County, Kentucky","7,355",33.11,753,"1,804","21,237"
"Wood County, Texas","41,964",65.04,"2,624","15,681","48,499"
"Wood County, Ohio","125,488",203.32,"26,440","31,734","39,173"
"Wood County, Wisconsin","74,749",94.25,"14,232","21,502","55,141"
"Wood County, West Virginia","86,956",237.42,"8,327","25,168","54,107"
"Woodbury County, Iowa","102,172",117.06,"16,102","24,627","19,193"
"Woodford County, Illinois","38,664",73.26,"5,068","13,180","17,203"
"Woodford County, Kentucky","24,939",132.1,"4,958","7,697","21,239"
"Woodruff County, Arkansas","7,260",12.37,"1,117","1,344","5,147"
"Woods County, Oklahoma","8,878",6.9,521,"2,945","40,151"
"Woodson County, Kansas","3,309",6.65,270,"1,063","20,207"
"Woodward County, Oklahoma","20,081",16.16,871,"6,329","40,153"
"Worcester County, Maryland","51,454",109.88,"8,783","15,910","24,047"
"Worcester County, Massachusetts","798,552",528.57,"197,126","157,138","25,027"
"Worth County, Iowa","7,598",18.99,"1,523","2,443","19,195"
"Worth County, Georgia","21,679",37.99,"2,015","6,144","13,321"
"Worth County, Missouri","2,171",8.14,195,808,"29,227"
"Wright County, Iowa","13,229",22.79,"1,890","3,790","19,197"
"Wright County, Minnesota","124,700",188.52,"20,336","43,274","27,171"
"Wright County, Missouri","18,815",27.6,"1,166","6,703","29,229"
"Wyandot County, Ohio","22,615",55.58,"2,484","7,346","39,175"
"Wyandotte County, Kansas","157,505","1,038.95","29,346","15,520","20,209"
"Wyoming County, Pennsylvania","28,276",71.17,"3,573","8,375","42,131"
"Wyoming County, New York","42,155",71.12,"3,585","11,884","36,121"
"Wyoming County, West Virginia","23,796",47.64,"1,061","6,527","54,109"
"Wythe County, Virginia","29,235",63.3,"2,765","10,044","51,197"
"Yadkin County, North Carolina","38,406",114.7,"3,140","13,815","37,197"
"Yakima County, Washington","243,231",56.63,"28,484","39,593","53,077"
"Yalobusha County, Mississippi","12,678",27.14,"2,574","3,366","28,161"
"Yamhill County, Oregon","99,193",138.56,"18,635","22,589","41,071"
"Yancey County, North Carolina","17,818",57,"3,181","6,367","37,199"
"Yankton County, South Dakota","22,438",43.05,"3,301","5,654","46,135"
"Yates County, New York","25,348",74.96,"3,219","5,180","36,123"
"Yavapai County, Arizona","211,033",25.98,"29,705","58,862","4,025"
